"id","名前","種類","性別","年齢（登録時）","体重","毛色","避妊・去勢","マイクロチップ","ワクチン接種","ひとこと","健康状態","性格","保護された経緯","写真ファイルパス"
"2981","こねこNo.676","その他の猫種","メス（♀）","0歳2ヵ月（2015年09月26日登録）","1kg","白黒","未","無","済","ボランティアさんに育てて頂いた美人姉妹です。保護当時はお腹をすかせて鳴いていましたが、ボランティアさんの愛情たっぷりのケアでおしとやかな性格に育ちました。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2981/"
"2982","こねこNo.688","その他の猫種","メス（♀）","0歳2ヵ月（2015年09月26日登録）","1kg","白黒","未","無","済","ミルクの頃からボランティアさんに育てて頂きました。保護当時は小さな体でシャーと精一杯威嚇していましたが、ボランティアさんの愛情でみるみる甘えっこに。のびのび育てて頂いていることが伝わるお預かり宅での一枚です。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2982/"
"2983","こねこNo.736","その他の猫種","オス（♂）","0歳2ヵ月（2015年09月26日登録）","1kg","キジトラ","未","無","済","この子もボランティアさんが愛情たっぷりに育てて下さりすくすく大きくなりました。写真でも分かる通り、自分がかわいいことをよーく知っているような子です。このかわいさに振り回されてみませんか。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2983/"
"2984","こねこNo.757","その他の猫種","メス（♀）","0歳2ヵ月（2015年09月26日登録）","1kg","白黒ふわふわ","未","無","済","ボランティアさん宅で愛情たっぷり育ちました。ふわふわの女の子でぬいぐるみのようにかわいらしいです。もまるまると育って、人も大好きな本当にかわいい子です。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2984/"
"2986","こねこNo.760","その他の猫種","オス（♂）","0歳2ヵ月（2015年09月26日登録）","1kg","白黒","未","無","済","ボランティアさん宅で愛情たっぷり育ちました。兄妹の中で唯一の男の子で、最初は一番の怖がりだったそうですが、今はとても甘えん坊とのことです。まるまると育って、人も大好きな本当にかわいい子です。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2986/"
"2987","こねこNo.809","その他の猫種","メス（♀）","0歳1ヵ月（2015年09月26日登録）","0.7kg","キジトラ","未","無","済","とっても美人の姉妹です。まだあどけなさが残りますが、ボランティアさんのたっぷりの愛情のもとすくすく成長中です。どんなレディに成長するのか楽しみですね。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2987/"
"2988","こねこNo.809","その他の猫種","メス（♀）","0歳1ヵ月（2015年09月26日登録）","0.7kg","白キジ","未","無","済","とっても美人の姉妹です。まだあどけなさが残りますが、ボランティアさんのたっぷりの愛情のもとすくすく成長中です。どんなレディに成長するのか楽しみですね。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2988/"
"2989","こねこNo.700","その他の猫種","メス（♀）","0歳2ヵ月（2015年09月26日登録）","1kg","キジ白","未","無","済","人が大好き、いつでも遊んで!と誘ってくる女の子です。なんでもオモチャにできる遊びの天才で、本当に見ていて飽きないですよ。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2989/"
"2990","こねこNo.783","その他の猫種","メス（♀）","0歳2ヵ月（2015年09月26日登録）","1kg","キジ白","未","無","済","まんまるの目で人を見つめながら、くるんとひっくり返ったりする本当にかわいらしい子猫です。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2990/"
"2991","ウィスパー","ポメラニアン","オス（♂）","0歳2ヵ月（2015年09月28日登録）","0.8kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2991/"
"2992","メグちゃん","トイ・プードル","メス（♀）","7歳0ヵ月（2015年09月29日登録）","6kg","茶色","済","無","済","甘えん坊でおとなしい子です。","良好","","飼い主様がお亡くなりになったため","./img/2992/"
"2993","るりちゃん","ミックス","メス（♀）","0歳2ヵ月（2015年09月29日登録）","1kg","キジ","未","無","済","眼がくりっとしたかわいい女の子です(^^)新しい家族になって下さる方、お待ちしております。","1回目のワクチン接種のみ終了しています。","","飼い主さんが譲渡を希望されています。","./img/2993/"
"2996","ニライ","その他の猫種","メス（♀）","推定8歳（2015年09月29日登録）","3.8kg","飼育放棄","済","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ず保護された子の譲渡に力を入れております。","./img/2996/"
